referrer_source,referrer_host,device,page_type,page_url,page_path,country,region,city,page_views,carts,checkouts,avg_duration,bounce_rate,orders_placed,hour_of_day,day,month,year,day_in_month,shipping,legal
Search,Other,Mobile,Site,Other,Site,Other,Other,Other,1.9459101490553132,1,0,5.267858159063328,1.0,0,11,1,9,2020,15,12,0.2
Search,Other,Desktop,Custom Page,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,13,1,9,2020,15,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,2.1972245773362196,1,1,5.472270673671475,1.0,0,15,1,9,2020,15,2,1.0
Search,Other,Mobile,Custom Page,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,16,1,9,2020,15,8,0.2
Search,Other,Mobile,Custom Page,Other,Site,Switzerland,Other,Other,1.0986122886681098,0,0,4.0943445622221,1.0,0,16,1,9,2020,15,2,1.0
Search,Other,Mobile,Site,Other,Site,United States,Other,Ashburn,0.6931471805599453,0,0,0.0,0.0,0,17,1,9,2020,15,12,1.0
Search,Other,Mobile,Site,Other,Site,United States,Iowa,Council Bluffs,0.6931471805599453,0,0,0.0,0.0,0,17,1,9,2020,15,12,1.0
Search,Other,Mobile,Site,Other,Site,United States,Other,Ashburn,0.6931471805599453,0,0,0.0,0.0,0,17,1,9,2020,15,12,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Thurgau,Sirnach,1.791759469228055,0,1,4.219507705176107,1.0,0,18,1,9,2020,15,2,1.0
Search,Other,Desktop,Site,Other,Site,Other,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,18,1,9,2020,15,12,0.2
Search,Other,Desktop,Site,Other,Site,Switzerland,Other,Other,2.0794415416798357,1,1,5.863631175598097,1.0,1,20,1,9,2020,15,2,1.0
Search,Other,Mobile,Site,Other,Site,Other,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,21,1,9,2020,15,12,0.2
Unknown,[referrer_1].ch,Mobile,Site,Other,/products/[keyword_2]-10,Switzerland,Other,Other,2.1972245773362196,0,1,6.720220155135295,1.0,0,22,1,9,2020,15,2,1.0
Search,Other,Desktop,Site,Other,Site,United States,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,8,2,9,2020,16,12,1.0
Search,Other,Desktop,Custom Page,Other,Site,Switzerland,Other,Other,1.6094379124341003,0,0,4.9344739331306915,1.0,0,11,2,9,2020,16,2,1.0
Search,Other,Mobile,Site,Other,/products/[keyword_2]-20,Switzerland,Other,Other,1.3862943611198906,0,0,4.532599493153256,1.0,0,13,2,9,2020,16,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,14,2,9,2020,16,2,1.0
Search,Other,Desktop,Site,Other,Site,United States,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,15,2,9,2020,16,12,1.0
Search,Other,Mobile,Site,Other,Site,United States,Other,Ashburn,0.6931471805599453,0,0,0.0,0.0,0,15,2,9,2020,16,12,1.0
Search,Other,Mobile,Site,Other,Site,United States,Other,Ashburn,0.6931471805599453,0,0,0.0,0.0,0,15,2,9,2020,16,12,1.0
Search,Other,Mobile,Site,Other,Site,United States,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,15,2,9,2020,16,12,1.0
Search,Other,Desktop,Site,Other,Site,Switzerland,Thurgau,Sirnach,0.6931471805599453,0,0,0.0,0.0,0,17,2,9,2020,16,2,1.0
Search,Other,Desktop,Checkout,Other,/checkouts,France,Other,Other,2.1972245773362196,1,1,5.746203190540153,1.0,1,18,2,9,2020,16,8,0.2
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,1.3862943611198906,0,0,7.380879035564116,1.0,0,19,2,9,2020,16,2,1.0
Unknown,[referrer_1].ch,Desktop,Site,Other,Site,Switzerland,Other,Other,1.791759469228055,0,0,5.170483995038151,1.0,0,20,2,9,2020,16,2,1.0
Search,Other,Mobile,Site,Other,Site,France,Other,Other,1.3862943611198906,0,0,7.43955930913332,1.0,0,21,2,9,2020,16,8,0.2
Search,Other,Mobile,Site,Other,Site,United States,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,21,2,9,2020,16,12,1.0
Search,Other,Mobile,Site,https://[shop_name]/?ref=pwozsscyx5vg,Site,Switzerland,Thurgau,Other,0.6931471805599453,0,0,0.0,0.0,0,21,2,9,2020,16,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Thurgau,Sirnach,2.1972245773362196,1,1,4.90527477843843,1.0,0,21,2,9,2020,16,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Thurgau,Sirnach,1.3862943611198906,0,0,3.295836866004329,1.0,0,23,2,9,2020,16,2,1.0
Unknown,[referrer_1].ch,Desktop,Site,Other,Site,Switzerland,Other,Other,1.9459101490553132,1,1,6.380122536899765,1.0,1,9,3,9,2020,17,2,1.0
Unknown,[referrer_1].ch,Desktop,Site,Other,/products/[keyword_2]-20,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,9,3,9,2020,17,2,1.0
Search,Other,Mobile,Site,Other,/products/[keyword_2]-20,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,10,3,9,2020,17,8,0.2
Search,Other,Mobile,Checkout,Other,/checkouts,Switzerland,Other,Other,2.8903717578961645,0,1,5.3471075307174685,1.0,0,11,3,9,2020,17,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Thurgau,Sirnach,0.6931471805599453,0,0,0.0,0.0,0,15,3,9,2020,17,2,1.0
Search,Other,Desktop,Site,Other,Site,Switzerland,Other,Other,1.6094379124341003,0,0,6.704414354964107,1.0,0,19,3,9,2020,17,2,1.0
Search,Other,Mobile,Site,Other,Site,France,Other,Other,2.0794415416798357,0,0,5.424950017481403,1.0,0,20,3,9,2020,17,8,0.2
Search,Other,Mobile,Custom Page,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,21,3,9,2020,17,2,1.0
Search,Other,Mobile,Site,Other,Site,France,Other,Other,1.3862943611198906,0,0,3.4011973816621555,1.0,0,21,3,9,2020,17,8,0.2
Search,Other,Desktop,Custom Page,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,22,3,9,2020,17,2,1.0
Search,Other,Desktop,Site,Other,Site,United States,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,22,3,9,2020,17,12,1.0
Unknown,[referrer_1].ch,Desktop,Site,Other,/products/[keyword_2]-10,France,Other,Other,1.3862943611198906,1,0,5.840641657373398,1.0,0,0,4,9,2020,18,8,0.2
Search,Other,Desktop,Site,Other,Site,Switzerland,Other,Other,1.9459101490553132,1,0,6.942156705699469,1.0,0,0,4,9,2020,18,2,1.0
Search,Other,Mobile,Site,Other,Site,United States,Other,Ashburn,0.6931471805599453,0,0,0.0,0.0,0,2,4,9,2020,18,12,1.0
Search,Other,Mobile,Site,Other,Site,United States,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,2,4,9,2020,18,12,1.0
Search,Other,Mobile,Site,Other,Site,United States,Other,Ashburn,0.6931471805599453,0,0,0.0,0.0,0,2,4,9,2020,18,12,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Thurgau,Sirnach,0.6931471805599453,0,0,0.0,0.0,0,10,4,9,2020,18,2,1.0
Search,Other,Desktop,Site,Other,Site,Switzerland,Other,Other,1.0986122886681098,0,0,7.018401799069201,1.0,0,10,4,9,2020,18,2,1.0
Search,Other,Desktop,Site,Other,Site,Switzerland,Other,Other,1.6094379124341003,0,0,4.919980925828125,1.0,0,10,4,9,2020,18,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,1.6094379124341003,0,0,5.8916442118257715,1.0,0,12,4,9,2020,18,2,1.0
Search,Other,Desktop,Site,Other,Site,Switzerland,Other,Other,1.0986122886681098,0,0,2.9444389791664403,1.0,0,19,4,9,2020,18,2,1.0
Search,Other,Mobile,Site,Other,Site,United States,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,0,5,9,2020,19,12,1.0
Search,Other,Mobile,Site,Other,Site,United States,Other,Ashburn,0.6931471805599453,0,0,0.0,0.0,0,0,5,9,2020,19,12,1.0
Search,Other,Mobile,Site,Other,Site,United States,Other,Ashburn,0.6931471805599453,0,0,0.0,0.0,0,0,5,9,2020,19,12,1.0
Search,Other,Other,Site,Other,/products/[keyword_2]-10,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,1,5,9,2020,19,2,1.0
Search,Other,Other,Site,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,1,5,9,2020,19,2,1.0
Search,Other,Other,Site,Other,/products/[keyword_2]-20,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,1,5,9,2020,19,2,1.0
Search,Other,Other,Site,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,1,5,9,2020,19,2,1.0
Search,Other,Mobile,Site,https://[shop_name]/?ref=pwozsscyx5vg,Site,Switzerland,Thurgau,Other,0.6931471805599453,0,0,0.0,0.0,0,8,5,9,2020,19,2,1.0
Search,Other,Mobile,Site,Other,/products/[keyword_2]-10,France,Other,Other,1.6094379124341003,1,1,4.8283137373023015,1.0,0,8,5,9,2020,19,8,0.2
Search,Other,Mobile,Custom Page,Other,Site,Switzerland,Geneva,Geneva,0.6931471805599453,0,0,0.0,0.0,0,12,5,9,2020,19,2,1.0
Search,Other,Mobile,Custom Page,Other,Site,Switzerland,Other,Other,1.3862943611198906,0,0,4.07753744390572,1.0,0,13,5,9,2020,19,2,1.0
Search,Other,Mobile,Site,https://[shop_name]/?ref=pwozsscyx5vg,Site,Switzerland,Other,Other,2.302585092994046,1,1,7.802209316247118,1.0,1,14,5,9,2020,19,2,1.0
Unknown,Other,Mobile,Checkout,Other,/checkouts,Switzerland,Geneva,Geneva,1.0986122886681098,0,0,4.59511985013459,1.0,0,17,5,9,2020,19,2,1.0
Unknown,[referrer_1].ch,Mobile,Site,Other,/products/[keyword_2]-20,France,Other,Other,1.3862943611198906,1,0,4.04305126783455,1.0,0,23,5,9,2020,19,8,0.2
Unknown,Other,Mobile,Checkout,Other,/checkouts,Switzerland,Other,Other,1.3862943611198906,0,0,3.713572066704308,1.0,0,23,5,9,2020,19,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,1,6,9,2020,20,2,1.0
Search,Other,Mobile,Site,Other,Site,United States,Other,Ashburn,0.6931471805599453,0,0,0.0,0.0,0,8,6,9,2020,20,12,1.0
Search,Other,Mobile,Site,Other,Site,United States,Other,Ashburn,0.6931471805599453,0,0,0.0,0.0,0,8,6,9,2020,20,12,1.0
Search,Other,Mobile,Site,Other,Site,United States,Other,Ashburn,0.6931471805599453,0,0,0.0,0.0,0,8,6,9,2020,20,12,1.0
Search,Other,Desktop,Checkout,Other,Site,United States,Iowa,Council Bluffs,0.6931471805599453,0,0,0.0,0.0,0,9,6,9,2020,20,12,1.0
Search,Other,Mobile,Checkout,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,9,6,9,2020,20,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Thurgau,Sirnach,0.6931471805599453,0,0,0.0,0.0,0,16,6,9,2020,20,2,1.0
Search,Other,Desktop,Site,Other,Site,Switzerland,Thurgau,Sirnach,2.3978952727983707,1,0,5.204006687076795,1.0,0,18,6,9,2020,20,2,1.0
Search,Other,Desktop,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,18,6,9,2020,20,8,0.2
Search,Other,Mobile,Site,Other,Site,France,Other,Other,1.3862943611198906,0,0,3.091042453358316,1.0,0,18,6,9,2020,20,8,0.2
Search,Other,Mobile,Site,Other,Site,Switzerland,Thurgau,Other,1.0986122886681098,0,0,2.8903717578961645,1.0,0,20,6,9,2020,20,2,1.0
Unknown,[referrer_1].ch,Mobile,Site,Other,Site,France,Other,Other,1.0986122886681098,1,0,5.147494476813453,1.0,0,21,6,9,2020,20,8,0.2
Unknown,Other,Desktop,Site,Other,Site,France,Other,Other,1.6094379124341003,0,0,4.499809670330265,1.0,0,22,6,9,2020,20,8,0.2
Search,Other,Mobile,Site,Other,Site,United States,Iowa,Council Bluffs,0.6931471805599453,0,0,0.0,0.0,0,3,0,9,2020,21,12,1.0
Search,Other,Mobile,Site,Other,Site,United States,Other,Ashburn,0.6931471805599453,0,0,0.0,0.0,0,3,0,9,2020,21,12,1.0
Search,Other,Mobile,Site,Other,Site,United States,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,3,0,9,2020,21,12,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,1.3862943611198906,0,0,4.204692619390966,1.0,0,7,0,9,2020,21,2,1.0
Search,Other,Desktop,Site,Other,Site,United States,Other,Ashburn,0.6931471805599453,0,0,0.0,0.0,0,8,0,9,2020,21,12,1.0
Search,Other,Desktop,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,8,0,9,2020,21,8,0.2
Search,Other,Desktop,Site,Other,Site,Other,Other,Other,2.772588722239781,0,0,4.700480365792417,1.0,0,12,0,9,2020,21,12,0.2
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,1.0986122886681098,0,0,0.0,1.0,0,13,0,9,2020,21,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,14,0,9,2020,21,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Geneva,Other,2.0794415416798357,0,0,5.225746673713202,1.0,0,15,0,9,2020,21,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,2.0794415416798357,1,1,5.476463551931511,1.0,0,16,0,9,2020,21,2,1.0
Search,Other,Desktop,Site,Other,Site,Switzerland,Thurgau,Sirnach,0.6931471805599453,0,0,0.0,0.0,0,21,0,9,2020,21,2,1.0
Search,Other,Mobile,Site,Other,Site,France,Other,Other,2.0794415416798357,0,0,4.330733340286331,1.0,0,0,1,9,2020,22,8,0.2
Search,Other,Mobile,Checkout,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,8,1,9,2020,22,2,1.0
Search,Other,Mobile,Site,Other,Site,France,Other,Other,1.3862943611198906,0,0,4.7535901911063645,1.0,0,9,1,9,2020,22,8,0.2
Search,Other,Mobile,Site,Other,Site,United States,Iowa,Council Bluffs,0.6931471805599453,0,0,0.0,0.0,0,10,1,9,2020,22,12,1.0
Search,Other,Mobile,Site,Other,Site,United States,Other,Ashburn,0.6931471805599453,0,0,0.0,0.0,0,10,1,9,2020,22,12,1.0
Search,Other,Mobile,Site,Other,Site,United States,Other,Ashburn,0.6931471805599453,0,0,0.0,0.0,0,10,1,9,2020,22,12,1.0
Search,Other,Desktop,Site,Other,Site,Other,Other,Other,2.302585092994046,0,0,4.990432586778736,1.0,0,12,1,9,2020,22,12,0.2
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,12,1,9,2020,22,2,1.0
Search,Other,Desktop,Site,Other,Site,Switzerland,Other,Other,1.0986122886681098,0,0,3.58351893845611,1.0,0,13,1,9,2020,22,2,1.0
Search,Other,Mobile,Site,Other,Site,Other,Other,Other,1.0986122886681098,0,0,2.6390573296152584,1.0,0,13,1,9,2020,22,12,0.2
Search,Other,Mobile,Site,Other,Site,France,Other,Other,1.6094379124341003,0,0,3.4657359027997265,1.0,0,15,1,9,2020,22,8,0.2
Search,Other,Mobile,Site,Other,Site,France,Other,Other,1.3862943611198906,0,0,4.204692619390966,1.0,0,15,1,9,2020,22,8,0.2
Search,Other,Desktop,Site,Other,Site,France,Other,Other,2.4849066497880004,0,0,5.332718793265369,1.0,0,15,1,9,2020,22,8,0.2
Search,Other,Desktop,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,18,1,9,2020,22,8,0.2
Search,Other,Desktop,Site,Other,Site,United States,Other,Ashburn,0.6931471805599453,0,0,0.0,0.0,0,18,1,9,2020,22,12,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,21,1,9,2020,22,2,1.0
Search,Other,Desktop,Site,Other,Site,United States,Iowa,Council Bluffs,0.6931471805599453,0,0,0.0,0.0,0,22,1,9,2020,22,12,1.0
Search,Other,Desktop,Site,Other,Site,United States,Other,Ashburn,0.6931471805599453,0,0,0.0,0.0,0,22,1,9,2020,22,12,1.0
Search,Other,Desktop,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,22,1,9,2020,22,8,0.2
Search,Other,Desktop,Site,Other,Site,United States,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,22,1,9,2020,22,12,1.0
Search,Other,Mobile,Site,Other,Site,United States,Other,Ashburn,0.6931471805599453,0,0,0.0,0.0,0,23,1,9,2020,22,12,1.0
Search,Other,Desktop,Site,Other,Site,France,Other,Other,2.302585092994046,1,1,7.162397497355718,1.0,0,23,1,9,2020,22,8,0.2
Search,Other,Mobile,Site,Other,Site,United States,Iowa,Council Bluffs,0.6931471805599453,0,0,0.0,0.0,0,23,1,9,2020,22,12,1.0
Search,Other,Mobile,Site,Other,Site,United States,Iowa,Council Bluffs,0.6931471805599453,0,0,0.0,0.0,0,23,1,9,2020,22,12,1.0
Search,Other,Mobile,Custom Page,Other,Site,Switzerland,Thurgau,Sirnach,0.6931471805599453,0,0,0.0,0.0,0,0,2,9,2020,23,2,1.0
Search,Other,Mobile,Custom Page,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,8,2,9,2020,23,8,0.2
Search,Other,Mobile,Custom Page,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,9,2,9,2020,23,8,0.2
Search,Other,Desktop,Site,Other,Site,United States,Other,Ashburn,0.6931471805599453,0,0,0.0,0.0,0,9,2,9,2020,23,12,1.0
Search,Other,Mobile,Site,Other,Site,Other,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,15,2,9,2020,23,12,0.2
Search,Other,Mobile,Custom Page,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,18,2,9,2020,23,8,0.2
Search,Other,Mobile,Site,Other,Site,Switzerland,Thurgau,Other,1.0986122886681098,0,0,2.302585092994046,1.0,0,19,2,9,2020,23,2,1.0
Search,Other,Desktop,Site,Other,Site,Switzerland,Other,Other,1.6094379124341003,0,0,5.19295685089021,1.0,0,20,2,9,2020,23,2,1.0
Search,Other,Mobile,Site,Other,Site,United States,Other,Ashburn,0.6931471805599453,0,0,0.0,0.0,0,21,2,9,2020,23,12,1.0
Search,Other,Mobile,Site,Other,Site,United States,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,21,2,9,2020,23,12,1.0
Search,Other,Mobile,Site,Other,Site,United States,Iowa,Council Bluffs,0.6931471805599453,0,0,0.0,0.0,0,21,2,9,2020,23,12,1.0
Search,Other,Desktop,Site,Other,Site,Switzerland,Geneva,Geneva,1.791759469228055,0,0,4.700480365792417,1.0,0,22,2,9,2020,23,2,1.0
Search,Other,Desktop,Checkout,Other,/checkouts,Switzerland,Thurgau,Sirnach,0.6931471805599453,0,0,0.0,0.0,0,9,3,9,2020,24,2,1.0
Social,Other,Mobile,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,14,3,9,2020,24,8,0.2
Social,Other,Mobile,Site,Other,Site,France,Other,Other,1.6094379124341003,0,0,3.4965075614664802,1.0,0,14,3,9,2020,24,8,0.2
Search,Other,Desktop,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,14,3,9,2020,24,8,0.2
Search,Other,Mobile,Site,Other,Site,France,Other,Other,2.0794415416798357,0,0,5.5909869805108565,1.0,0,14,3,9,2020,24,8,0.2
Search,Other,Desktop,Site,Other,Site,France,Other,Other,2.1972245773362196,0,0,4.634728988229636,1.0,0,15,3,9,2020,24,8,0.2
Social,Other,Desktop,Site,Other,Site,France,Other,Other,1.0986122886681098,0,0,3.7376696182833684,1.0,0,15,3,9,2020,24,8,0.2
Social,Other,Mobile,Site,Other,Site,France,Other,Other,2.0794415416798357,0,0,4.356708826689592,1.0,0,15,3,9,2020,24,8,0.2
Social,Other,Mobile,Site,Other,Site,France,Other,Other,1.791759469228055,0,0,4.1588830833596715,1.0,0,15,3,9,2020,24,8,0.2
Search,Other,Desktop,Site,Other,/products/[keyword_2]-20,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,16,3,9,2020,24,8,0.2
Social,Other,Mobile,Site,Other,Site,Other,Other,Other,1.3862943611198906,0,0,3.7376696182833684,1.0,0,17,3,9,2020,24,12,0.2
Social,Other,Mobile,Site,Other,Site,France,Other,Other,1.3862943611198906,0,0,4.07753744390572,1.0,0,18,3,9,2020,24,8,0.2
Social,Other,Desktop,Site,Other,Site,France,Other,Other,1.6094379124341003,0,0,4.04305126783455,1.0,0,18,3,9,2020,24,8,0.2
Unknown,[referrer_1].ch,Mobile,Site,Other,/products/[keyword_2]-10,Switzerland,Other,Other,2.1972245773362196,1,1,6.565264970035361,1.0,1,19,3,9,2020,24,2,1.0
Search,Other,Mobile,Site,Other,Site,United States,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,19,3,9,2020,24,12,1.0
Search,Other,Mobile,Site,Other,Site,United States,Other,Ashburn,0.6931471805599453,0,0,0.0,0.0,0,19,3,9,2020,24,12,1.0
Search,Other,Mobile,Site,Other,Site,United States,Other,Ashburn,0.6931471805599453,0,0,0.0,0.0,0,19,3,9,2020,24,12,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,1.791759469228055,0,0,4.948759890378168,1.0,0,20,3,9,2020,24,2,1.0
Search,Other,Desktop,Site,Other,Site,United States,Other,Ashburn,0.6931471805599453,0,0,0.0,0.0,0,22,3,9,2020,24,12,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,1.0986122886681098,0,0,2.70805020110221,1.0,0,22,3,9,2020,24,2,1.0
Social,Other,Mobile,Site,Other,Site,France,Other,Other,1.3862943611198906,0,0,4.110873864173311,1.0,0,22,3,9,2020,24,8,0.2
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,1.3862943611198906,0,0,5.365976015021851,1.0,0,22,3,9,2020,24,2,1.0
Search,Other,Mobile,Site,Other,Site,France,Other,Other,2.0794415416798357,1,0,5.3706380281276624,1.0,0,23,3,9,2020,24,8,0.2
Search,Other,Mobile,Custom Page,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,0,4,9,2020,25,8,0.2
Search,Other,Mobile,Custom Page,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,8,4,9,2020,25,2,1.0
Search,Other,Desktop,Site,Other,Site,Other,Other,Other,1.791759469228055,0,0,5.41610040220442,1.0,0,9,4,9,2020,25,12,0.2
Search,Other,Desktop,Site,Other,Site,France,Other,Other,1.6094379124341003,0,1,4.454347296253507,1.0,0,9,4,9,2020,25,8,0.2
Social,Other,Desktop,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,10,4,9,2020,25,8,0.2
Unknown,[referrer_1].ch,Desktop,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,13,4,9,2020,25,8,0.2
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,1.0986122886681098,0,0,1.791759469228055,1.0,0,13,4,9,2020,25,2,1.0
Social,Other,Mobile,Site,Other,Site,France,Other,Other,1.9459101490553132,0,0,5.0238805208462765,1.0,0,14,4,9,2020,25,8,0.2
Social,Other,Mobile,Site,Other,Site,France,Other,Other,1.791759469228055,0,0,4.23410650459726,1.0,0,16,4,9,2020,25,8,0.2
Social,Other,Mobile,Site,Other,Site,France,Other,Other,2.302585092994046,0,0,4.477336814478207,1.0,0,23,4,9,2020,25,8,0.2
Search,Other,Mobile,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,23,4,9,2020,25,8,0.2
Social,Other,Mobile,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,2,5,9,2020,26,8,0.2
Search,Other,Desktop,Site,Other,Site,United States,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,3,5,9,2020,26,12,1.0
Search,Other,Desktop,Site,Other,Site,Other,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,6,5,9,2020,26,12,0.2
Search,Other,Mobile,Site,Other,Site,United States,Iowa,Council Bluffs,0.6931471805599453,0,0,0.0,0.0,0,9,5,9,2020,26,12,1.0
Search,Other,Mobile,Site,Other,Site,United States,Other,Ashburn,0.6931471805599453,0,0,0.0,0.0,0,9,5,9,2020,26,12,1.0
Search,Other,Mobile,Site,Other,Site,United States,Iowa,Council Bluffs,0.6931471805599453,0,0,0.0,0.0,0,9,5,9,2020,26,12,1.0
Social,Other,Mobile,Site,Other,Site,Other,Other,Other,1.6094379124341003,0,0,4.1588830833596715,1.0,0,13,5,9,2020,26,12,0.2
Search,Other,Mobile,Site,Other,Site,France,Other,Other,1.3862943611198906,0,0,4.07753744390572,1.0,0,13,5,9,2020,26,8,0.2
Search,Other,Mobile,Site,Other,Site,Other,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,13,5,9,2020,26,12,0.2
Social,Other,Mobile,Site,Other,Site,Other,Other,Other,1.3862943611198906,0,0,3.044522437723423,1.0,0,13,5,9,2020,26,12,0.2
Unknown,[referrer_1].ch,Mobile,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,16,5,9,2020,26,8,0.2
Search,Other,Desktop,Custom Page,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,17,5,9,2020,26,2,1.0
Social,Other,Mobile,Site,Other,Site,Other,Other,Other,1.0986122886681098,0,0,2.70805020110221,1.0,0,23,5,9,2020,26,12,0.2
Search,Other,Mobile,Site,Other,Site,Other,Other,Other,1.3862943611198906,0,0,3.6888794541139363,1.0,0,23,5,9,2020,26,12,0.2
Search,Other,Mobile,Site,Other,Site,United States,Other,Ashburn,0.6931471805599453,0,0,0.0,0.0,0,4,6,9,2020,27,12,1.0
Search,Other,Mobile,Site,Other,Site,United States,Iowa,Council Bluffs,0.6931471805599453,0,0,0.0,0.0,0,4,6,9,2020,27,12,1.0
Search,Other,Mobile,Site,Other,Site,United States,Iowa,Council Bluffs,0.6931471805599453,0,0,0.0,0.0,0,4,6,9,2020,27,12,1.0
Search,Other,Desktop,Site,Other,Site,United States,Iowa,Council Bluffs,0.6931471805599453,0,0,0.0,0.0,0,8,6,9,2020,27,12,1.0
Search,Other,Desktop,Site,Other,Site,United States,Other,Ashburn,0.6931471805599453,0,0,0.0,0.0,0,8,6,9,2020,27,12,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,1.3862943611198906,0,0,6.981934677156389,1.0,0,12,6,9,2020,27,2,1.0
Social,Other,Desktop,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,12,6,9,2020,27,8,0.2
Search,Other,Mobile,Custom Page,Other,Site,Switzerland,Other,Other,1.6094379124341003,0,0,4.875197323201151,1.0,0,13,6,9,2020,27,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Thurgau,Other,2.302585092994046,0,1,5.214935757608986,1.0,0,19,6,9,2020,27,2,1.0
Search,Other,Desktop,Site,Other,Site,France,Other,Other,1.0986122886681098,0,0,2.772588722239781,1.0,0,20,6,9,2020,27,8,0.2
