referrer_source,referrer_host,device,page_type,page_url,page_path,country,region,city,page_views,carts,checkouts,avg_duration,bounce_rate,orders_placed,hour_of_day,day,month,year,day_in_month,shipping,legal
Search,Other,Desktop,Site,Other,Site,United States,Iowa,Council Bluffs,0.6931471805599453,0,0,0.0,0.0,0,16,0,8,2019,5,12,1.0
Search,Other,Desktop,Site,Other,Site,United States,Other,Ashburn,0.6931471805599453,0,0,0.0,0.0,0,16,0,8,2019,5,12,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,1.3862943611198906,0,0,2.0794415416798357,1.0,0,19,0,8,2019,5,2,1.0
Search,Other,Desktop,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,19,0,8,2019,5,8,0.2
Search,Other,Desktop,Site,Other,Site,United States,Other,Ashburn,0.6931471805599453,0,0,0.0,0.0,0,19,0,8,2019,5,12,1.0
Social,Other,Desktop,Site,Other,Site,Other,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,10,1,8,2019,6,12,0.2
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,11,1,8,2019,6,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,18,0,8,2019,12,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Geneva,Geneva,0.6931471805599453,0,0,0.0,0.0,0,9,3,8,2019,15,2,1.0
Search,Other,Desktop,Site,Other,Site,United States,Iowa,Council Bluffs,0.6931471805599453,0,0,0.0,0.0,0,9,3,8,2019,15,12,1.0
Search,Other,Desktop,Site,Other,Site,United States,Iowa,Council Bluffs,0.6931471805599453,0,0,0.0,0.0,0,19,4,8,2019,16,12,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,1.3862943611198906,0,0,3.4011973816621555,1.0,0,19,4,8,2019,16,2,1.0
Social,Other,Desktop,Site,Other,Site,United States,Iowa,Council Bluffs,0.6931471805599453,0,0,0.0,0.0,0,9,5,8,2019,17,12,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,1.3862943611198906,0,0,4.890349128221754,1.0,0,18,5,8,2019,17,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,11,0,8,2019,19,2,1.0
Search,Other,Desktop,Site,Other,/checkouts,Switzerland,Geneva,Geneva,1.6094379124341003,0,1,4.343805421853684,1.0,0,19,2,8,2019,21,2,1.0
Search,Other,Desktop,Site,Other,Site,United States,Iowa,Council Bluffs,0.6931471805599453,0,0,0.0,0.0,0,23,2,8,2019,21,12,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Geneva,Geneva,0.6931471805599453,0,0,0.0,0.0,0,23,2,8,2019,21,2,1.0
Search,Other,Mobile,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,23,2,8,2019,21,8,0.2
Search,Other,Desktop,Site,Other,Site,Switzerland,Other,Other,1.6094379124341003,0,0,4.127134385045092,1.0,0,14,2,8,2019,28,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,1.3862943611198906,0,0,4.465908118654584,1.0,0,15,2,8,2019,28,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,1.0986122886681098,0,0,3.4657359027997265,1.0,0,17,2,8,2019,28,2,1.0
Search,Other,Desktop,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,17,2,8,2019,28,8,0.2
Search,Other,Mobile,Site,Other,Site,United States,Other,Ashburn,0.6931471805599453,0,0,0.0,0.0,0,22,2,8,2019,28,12,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,2.5649493574615367,0,0,5.442417710521793,1.0,0,22,2,8,2019,28,2,1.0
Search,Other,Desktop,Site,Other,Site,United States,Iowa,Council Bluffs,0.6931471805599453,0,0,0.0,0.0,0,23,2,8,2019,28,12,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,23,2,8,2019,28,2,1.0
Search,Other,Desktop,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,23,2,8,2019,28,8,0.2
Search,Other,Desktop,Site,Other,Site,Switzerland,Geneva,Geneva,0.6931471805599453,0,0,0.0,0.0,0,13,3,8,2019,29,2,1.0
Search,Other,Desktop,Site,Other,Site,Switzerland,Other,Other,2.0794415416798357,0,0,6.272877006546167,1.0,0,15,3,8,2019,29,2,1.0
Search,Other,Desktop,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,16,3,8,2019,29,8,0.2
Search,Other,Desktop,Site,Other,/checkouts,Switzerland,Other,Other,1.9459101490553132,0,1,5.123963979403259,1.0,0,17,3,8,2019,29,2,1.0
Search,Other,Desktop,Site,Other,Site,Switzerland,Other,Other,1.0986122886681098,0,0,3.8501476017100584,1.0,0,17,3,8,2019,29,2,1.0
Search,Other,Desktop,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,20,3,8,2019,29,8,0.2
Search,Other,Mobile,Site,Other,Site,United States,Iowa,Council Bluffs,0.6931471805599453,0,0,0.0,0.0,0,20,3,8,2019,29,12,1.0
Search,Other,Desktop,Site,Other,Site,United States,Iowa,Council Bluffs,0.6931471805599453,0,0,0.0,0.0,0,20,3,8,2019,29,12,1.0
Search,Other,Desktop,Site,Other,Site,United States,Other,Ashburn,0.6931471805599453,0,0,0.0,0.0,0,20,3,8,2019,29,12,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,1.0986122886681098,0,0,2.6390573296152584,1.0,0,20,3,8,2019,29,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,2.6390573296152584,0,0,5.968707559985366,1.0,0,22,3,8,2019,29,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,2.0794415416798357,0,0,5.278114659230517,1.0,0,22,3,8,2019,29,2,1.0
Search,Other,Desktop,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,8,4,8,2019,30,8,0.2
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,1.3862943611198906,0,0,3.7376696182833684,1.0,0,12,4,8,2019,30,2,1.0
Search,Other,Desktop,Site,Other,Site,Switzerland,Other,Other,1.791759469228055,0,0,6.666956792429207,1.0,0,15,4,8,2019,30,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,15,4,8,2019,30,2,1.0
Social,Other,Desktop,Site,Other,Site,United States,Iowa,Council Bluffs,0.6931471805599453,0,0,0.0,0.0,0,16,4,8,2019,30,12,1.0
Social,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,16,4,8,2019,30,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Geneva,Geneva,0.6931471805599453,0,0,0.0,0.0,0,16,5,8,2019,31,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Geneva,Geneva,0.6931471805599453,0,0,0.0,0.0,0,18,5,8,2019,31,2,1.0
Social,Other,Mobile,Site,Other,Site,France,Other,Other,1.791759469228055,0,0,5.176149732573829,1.0,0,18,5,8,2019,31,8,0.2
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,1.6094379124341003,0,0,5.480638923341991,1.0,0,21,5,8,2019,31,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Geneva,Geneva,0.6931471805599453,0,0,0.0,0.0,0,16,6,9,2019,1,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Geneva,Geneva,1.6094379124341003,0,0,5.308267697401205,1.0,0,19,0,9,2019,2,2,1.0
Search,Other,Desktop,Site,Other,Site,United States,Other,Ashburn,0.6931471805599453,0,0,0.0,0.0,0,8,1,9,2019,3,12,1.0
Search,Other,Desktop,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,8,1,9,2019,3,8,0.2
Search,Other,Desktop,Site,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,15,1,9,2019,3,2,1.0
Search,Other,Desktop,Site,Other,Site,United States,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,19,3,9,2019,5,12,1.0
Search,Other,Desktop,Site,Other,Site,United States,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,23,3,9,2019,5,12,1.0
Search,Other,Desktop,Site,Other,Site,United States,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,23,3,9,2019,5,12,1.0
Search,Other,Desktop,Site,Other,Site,United States,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,23,3,9,2019,5,12,1.0
Search,Other,Desktop,Site,Other,Site,United States,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,23,3,9,2019,5,12,1.0
Search,Other,Desktop,Site,Other,Site,United States,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,23,3,9,2019,5,12,1.0
Search,Other,Desktop,Site,Other,Site,United States,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,23,3,9,2019,5,12,1.0
Search,Other,Desktop,Site,Other,Site,United States,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,19,4,9,2019,6,12,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,21,5,9,2019,7,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,22,5,9,2019,7,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,2,6,9,2019,8,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,1.3862943611198906,0,0,4.465908118654584,1.0,0,8,6,9,2019,8,2,1.0
Search,Other,Mobile,Site,Other,Site,United States,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,1,1,9,2019,10,12,1.0
Search,Other,Desktop,Site,Other,Site,United States,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,1,1,9,2019,10,12,1.0
Search,Other,Desktop,Site,Other,Site,Switzerland,Other,Other,1.6094379124341003,0,0,4.700480365792417,1.0,0,7,1,9,2019,10,2,1.0
Search,Other,Desktop,Site,Other,Site,United States,Other,Ashburn,0.6931471805599453,0,0,0.0,0.0,0,9,4,9,2019,13,12,1.0
Search,Other,Desktop,Site,Other,Site,United States,Other,Ashburn,0.6931471805599453,0,0,0.0,0.0,0,21,5,9,2019,21,12,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,14,1,9,2019,24,2,1.0
Social,Other,Desktop,Site,Other,Site,United States,Iowa,Council Bluffs,0.6931471805599453,0,0,0.0,0.0,0,15,6,9,2019,29,12,1.0
Social,Other,Desktop,Site,Other,Site,United States,Iowa,Council Bluffs,0.6931471805599453,0,0,0.0,0.0,0,10,0,9,2019,30,12,1.0
Search,Other,Desktop,Site,Other,Site,Switzerland,Other,Other,1.3862943611198906,0,0,4.330733340286331,1.0,0,15,1,10,2019,15,2,1.0
Search,Other,Desktop,Site,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,13,2,10,2019,16,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,19,2,10,2019,16,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,0,3,10,2019,17,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,9,3,10,2019,17,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,2.0794415416798357,0,0,6.352629396319567,1.0,0,16,4,10,2019,18,2,1.0
Search,Other,Desktop,Site,Other,Site,United States,Iowa,Council Bluffs,0.6931471805599453,0,0,0.0,0.0,0,17,4,10,2019,18,12,1.0
Search,Other,Desktop,Site,Other,Site,United States,Other,Ashburn,0.6931471805599453,0,0,0.0,0.0,0,17,4,10,2019,18,12,1.0
Search,Other,Mobile,Site,Other,Site,France,Other,Other,2.302585092994046,0,0,4.875197323201151,1.0,0,20,4,10,2019,18,8,0.2
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,2.0794415416798357,0,0,7.458186157340487,1.0,0,21,4,10,2019,18,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,21,4,10,2019,18,2,1.0
Search,Other,Mobile,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,21,4,10,2019,18,8,0.2
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,9,5,10,2019,19,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,1.3862943611198906,0,0,4.912654885736052,1.0,0,19,6,10,2019,20,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,1.6094379124341003,0,0,5.529429087511423,1.0,0,21,6,10,2019,20,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,12,0,10,2019,21,2,1.0
Search,Other,Desktop,Site,Other,Site,Other,Other,Other,1.3862943611198906,0,0,4.23410650459726,1.0,0,11,1,10,2019,22,12,0.2
Search,Other,Desktop,Checkout,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,16,1,10,2019,22,2,1.0
Search,Other,Mobile,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,2,2,10,2019,23,8,0.2
Search,Other,Mobile,Site,Other,Site,United States,Other,Ashburn,0.6931471805599453,0,0,0.0,0.0,0,11,2,10,2019,23,12,1.0
Search,Other,Desktop,Site,Other,Site,United States,Iowa,Council Bluffs,0.6931471805599453,0,0,0.0,0.0,0,11,2,10,2019,23,12,1.0
Search,Other,Desktop,Site,Other,Site,United States,Other,Ashburn,0.6931471805599453,0,0,0.0,0.0,0,11,2,10,2019,23,12,1.0
Search,Other,Mobile,Site,Other,Site,United States,Iowa,Council Bluffs,0.6931471805599453,0,0,0.0,0.0,0,11,2,10,2019,23,12,1.0
Search,Other,Desktop,Site,Other,Site,Other,Other,Other,2.302585092994046,0,1,6.261491684321042,1.0,0,11,2,10,2019,23,12,0.2
Search,Other,Desktop,Checkout,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,12,2,10,2019,23,2,1.0
Search,Other,Desktop,Site,Other,Site,United States,Other,Ashburn,0.6931471805599453,0,0,0.0,0.0,0,12,2,10,2019,23,12,1.0
Search,Other,Desktop,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,12,2,10,2019,23,8,0.2
Search,Other,Desktop,Site,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,15,2,10,2019,23,2,1.0
Search,Other,Desktop,Checkout,Other,Site,Switzerland,Geneva,Geneva,0.6931471805599453,0,0,0.0,0.0,0,17,2,10,2019,23,2,1.0
Search,Other,Desktop,Site,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,18,2,10,2019,23,2,1.0
Search,Other,Desktop,Site,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,14,3,10,2019,24,2,1.0
Search,Other,Desktop,Site,Other,Site,Other,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,11,4,10,2019,25,12,0.2
Social,Other,Desktop,Site,Other,Site,Switzerland,Geneva,Geneva,1.9459101490553132,0,0,6.467698726104354,1.0,0,13,4,10,2019,25,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,13,5,10,2019,26,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,10,6,10,2019,27,2,1.0
Search,Other,Desktop,Site,Other,Site,Other,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,9,0,10,2019,28,12,0.2
Search,Other,Desktop,Site,Other,Site,United States,Iowa,Council Bluffs,0.6931471805599453,0,0,0.0,0.0,0,9,1,10,2019,29,12,1.0
Search,Other,Desktop,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,9,1,10,2019,29,8,0.2
Search,Other,Desktop,Site,Other,Site,Other,Other,Other,2.4849066497880004,0,1,7.476472381163905,1.0,0,11,1,10,2019,29,12,0.2
Unknown,Other,Desktop,Site,Other,Site,Other,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,13,1,10,2019,29,12,0.2
Search,Other,Desktop,Site,Other,Site,United States,Other,Ashburn,0.6931471805599453,0,0,0.0,0.0,0,16,1,10,2019,29,12,1.0
Search,Other,Desktop,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,16,1,10,2019,29,8,0.2
Search,Other,Desktop,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,18,1,10,2019,29,8,0.2
Search,Other,Desktop,Site,Other,Site,United States,Other,Ashburn,0.6931471805599453,0,0,0.0,0.0,0,14,2,10,2019,30,12,1.0
Search,Other,Desktop,Site,Other,Site,United States,Iowa,Council Bluffs,0.6931471805599453,0,0,0.0,0.0,0,15,2,10,2019,30,12,1.0
Search,Other,Desktop,Checkout,Other,Site,Switzerland,Other,Other,1.3862943611198906,0,0,7.428333194190806,1.0,0,15,2,10,2019,30,2,1.0
Search,Other,Desktop,Site,Other,/checkouts,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,15,2,10,2019,30,2,1.0
Search,Other,Desktop,Site,Other,Site,United States,Other,Ashburn,0.6931471805599453,0,0,0.0,0.0,0,15,2,10,2019,30,12,1.0
Search,Other,Desktop,Site,Other,Site,United States,Other,Ashburn,0.6931471805599453,0,0,0.0,0.0,0,18,2,10,2019,30,12,1.0
Search,Other,Desktop,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,19,2,10,2019,30,8,0.2
Search,Other,Desktop,Site,Other,Site,United States,Iowa,Council Bluffs,0.6931471805599453,0,0,0.0,0.0,0,19,2,10,2019,30,12,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,1.9459101490553132,0,1,4.969813299576001,1.0,0,8,3,10,2019,31,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Geneva,Geneva,2.0794415416798357,0,0,5.093750200806762,1.0,0,10,3,10,2019,31,2,1.0
Search,Other,Desktop,Site,Other,Site,Switzerland,Other,Other,1.6094379124341003,0,0,4.48863636973214,1.0,0,10,4,11,2019,1,2,1.0
Search,Other,Desktop,Site,Other,Site,United States,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,12,4,11,2019,1,12,1.0
Search,Other,Desktop,Site,Other,Site,United States,Other,Ashburn,0.6931471805599453,0,0,0.0,0.0,0,12,4,11,2019,1,12,1.0
Social,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,12,4,11,2019,1,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,1.0986122886681098,0,0,6.368187186350492,1.0,0,19,5,11,2019,2,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Geneva,Other,1.3862943611198906,0,0,3.4339872044851463,1.0,0,19,5,11,2019,2,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,21,5,11,2019,2,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,8,6,11,2019,3,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Geneva,Geneva,0.6931471805599453,0,0,0.0,0.0,0,10,6,11,2019,3,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,12,6,11,2019,3,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,6,0,11,2019,4,2,1.0
Search,Other,Desktop,Checkout,Other,/checkouts,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,12,0,11,2019,4,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Geneva,Geneva,2.0794415416798357,1,1,4.6913478822291435,1.0,0,14,0,11,2019,4,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,6,1,11,2019,5,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Geneva,Geneva,1.9459101490553132,1,1,3.9889840465642745,1.0,1,8,1,11,2019,5,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Geneva,Other,1.0986122886681098,0,0,4.394449154672439,1.0,0,9,1,11,2019,5,2,1.0
Social,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,9,1,11,2019,5,2,1.0
Search,Other,Desktop,Site,Other,Site,United States,Other,Ashburn,0.6931471805599453,0,0,0.0,0.0,0,10,1,11,2019,5,12,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,1.0986122886681098,0,0,4.605170185988092,1.0,0,11,1,11,2019,5,2,1.0
Search,Other,Desktop,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,14,1,11,2019,5,8,0.2
Search,Other,Desktop,Site,Other,Site,United States,Other,Ashburn,0.6931471805599453,0,0,0.0,0.0,0,14,1,11,2019,5,12,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,14,1,11,2019,5,2,1.0
Search,Other,Desktop,Site,Other,Site,United States,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,15,1,11,2019,5,12,1.0
Search,Other,Desktop,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,15,1,11,2019,5,8,0.2
Search,Other,Desktop,Site,Other,Site,United States,Other,Ashburn,0.6931471805599453,0,0,0.0,0.0,0,16,1,11,2019,5,12,1.0
Search,Other,Desktop,Site,Other,Site,United States,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,16,1,11,2019,5,12,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,17,1,11,2019,5,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,1.0986122886681098,0,0,4.174387269895637,1.0,0,7,2,11,2019,6,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,8,2,11,2019,6,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,13,2,11,2019,6,2,1.0
Search,Other,Desktop,Site,Other,Site,Switzerland,Other,Other,1.3862943611198906,0,0,5.342334251964811,1.0,0,14,2,11,2019,6,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,14,2,11,2019,6,2,1.0
Search,Other,Desktop,Site,Other,Site,United States,Other,Ashburn,0.6931471805599453,0,0,0.0,0.0,0,15,2,11,2019,6,12,1.0
Search,Other,Desktop,Site,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,7,3,11,2019,7,2,1.0
Search,Other,Desktop,Site,Other,Site,Other,Other,Other,1.0986122886681098,0,0,3.784189633918261,1.0,0,7,3,11,2019,7,12,0.2
Search,Other,Desktop,Site,Other,Site,United States,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,8,3,11,2019,7,12,1.0
Search,Other,Desktop,Site,Other,Site,United States,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,10,3,11,2019,7,12,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Geneva,Geneva,0.6931471805599453,0,0,0.0,0.0,0,23,4,11,2019,8,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Geneva,Geneva,0.6931471805599453,0,0,0.0,0.0,0,11,5,11,2019,9,2,1.0
Search,Other,Desktop,Site,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,15,6,11,2019,10,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,1.0986122886681098,0,0,3.6109179126442243,1.0,0,16,6,11,2019,10,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,17,6,11,2019,10,2,1.0
Search,Other,Desktop,Site,Other,Site,Switzerland,Other,Other,1.791759469228055,0,0,5.655991810819852,1.0,0,13,1,11,2019,12,2,1.0
Search,Other,Desktop,Site,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,14,1,11,2019,12,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,13,2,11,2019,13,2,1.0
Search,Other,Desktop,Site,Other,Site,United States,Other,Ashburn,0.6931471805599453,0,0,0.0,0.0,0,17,2,11,2019,13,12,1.0
Search,Other,Desktop,Site,Other,Site,France,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,17,2,11,2019,13,8,0.2
Search,Other,Desktop,Checkout,Other,/checkouts,Switzerland,Geneva,Geneva,0.6931471805599453,0,0,0.0,0.0,0,18,2,11,2019,13,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,1.0986122886681098,0,0,3.871201010907891,1.0,0,16,3,11,2019,14,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,17,3,11,2019,14,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,8,4,11,2019,15,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,1.0986122886681098,0,0,3.091042453358316,1.0,0,9,4,11,2019,15,2,1.0
Search,Other,Desktop,Site,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,11,4,11,2019,15,2,1.0
Search,Other,Desktop,Site,Other,Site,Other,Other,Other,1.6094379124341003,0,1,4.290459441148391,1.0,0,11,4,11,2019,15,12,0.2
Search,Other,Desktop,Checkout,Other,/checkouts,Other,Other,Other,1.6094379124341003,0,0,2.8903717578961645,1.0,0,13,4,11,2019,15,12,0.2
Search,Other,Desktop,Site,Other,Site,Other,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,13,4,11,2019,15,12,0.2
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,1.791759469228055,0,0,4.394449154672439,1.0,0,16,4,11,2019,15,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,18,4,11,2019,15,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Geneva,Geneva,1.0986122886681098,0,0,2.772588722239781,1.0,0,9,5,11,2019,16,2,1.0
Social,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,14,5,11,2019,16,2,1.0
Search,Other,Mobile,Site,Other,Site,Switzerland,Other,Other,0.6931471805599453,0,0,0.0,0.0,0,20,0,11,2019,18,2,1.0
